time_rel,quantity,method,loss_mean,loss_std,loss_median,loss_p95,n_traj
17.3,KineticEnergyAbsLoss,GNOT,7.874768537779649e-05,7.506463158651656e-05,5.8616045862436295e-05,0.0002189368009567259,30
17.400000000000002,KineticEnergyAbsLoss,GNOT,8.008824661374093e-05,7.523777446660569e-05,5.89233823120594e-05,0.00021750731393694865,30
17.5,KineticEnergyAbsLoss,GNOT,8.162641897797584e-05,7.468852459566429e-05,6.084423512220383e-05,0.00021434258669614784,30
17.6,KineticEnergyAbsLoss,GNOT,8.289663431545098e-05,7.395960700590852e-05,6.352271884679794e-05,0.00021459106355905524,30
17.7,KineticEnergyAbsLoss,GNOT,8.320783575375875e-05,7.398957785834601e-05,6.201723590493202e-05,0.0002169239334762096,30
17.8,KineticEnergyAbsLoss,GNOT,8.288209016124407e-05,7.397081687812802e-05,5.8218371123075485e-05,0.00021635852754116057,30
17.900000000000002,KineticEnergyAbsLoss,GNOT,8.160749760766824e-05,7.369127001412762e-05,5.738646723330021e-05,0.00021690670400857916,30
18.0,KineticEnergyAbsLoss,GNOT,8.256719447672368e-05,7.52105227367567e-05,5.641649477183819e-05,0.00021912325173616395,30
18.1,KineticEnergyAbsLoss,GNOT,8.411492841939131e-05,7.619567047419333e-05,5.964119918644428e-05,0.0002297561615705489,30
18.2,KineticEnergyAbsLoss,GNOT,8.527355579038462e-05,7.765317798449514e-05,5.928985774517059e-05,0.00023571057245135295,30
18.3,KineticEnergyAbsLoss,GNOT,8.652722463011741e-05,7.960658037278406e-05,5.900254473090172e-05,0.00024146148934960353,30
18.400000000000002,KineticEnergyAbsLoss,GNOT,8.64610696832339e-05,8.056924921032778e-05,6.22808001935482e-05,0.0002469313330948352,30
18.5,KineticEnergyAbsLoss,GNOT,8.647646754980087e-05,8.133440524146161e-05,6.094900891184807e-05,0.0002498050220310687,30
18.6,KineticEnergyAbsLoss,GNOT,8.736390930910906e-05,8.194721508232555e-05,5.922932177782059e-05,0.00024557914584875094,30
18.7,KineticEnergyAbsLoss,GNOT,8.817311997214954e-05,8.21283302145775e-05,6.048893555998802e-05,0.0002420403994619845,30
18.8,KineticEnergyAbsLoss,GNOT,8.770582887033622e-05,8.173230105897259e-05,6.0844700783491135e-05,0.00024273600429296482,30
18.900000000000002,KineticEnergyAbsLoss,GNOT,8.593535361190637e-05,8.154852935348256e-05,6.076018325984478e-05,0.00024662790820002546,30
19.0,KineticEnergyAbsLoss,GNOT,8.408593324323495e-05,8.135800748865712e-05,5.814456380903721e-05,0.0002483374439179896,30
